RANK,TIME,ATHLETE/TEAM,GRADE,MEET DATEPLACE
962,11:12.25,DYLAN WELLERWaynesboro,2021,"Arctic Blast Invitational17thApr 13, 2019"
963,11:12.38,AARON SMITHBethlehem Catholic,2019,"Cavalier Invitational3rdApr 30, 2019"
964,11:12.57,AUGGIE TOWERSTrinity (7),2020,"Pine-Richland Invitational39thMay 3, 2019"
965,11:12.61,GABE MCCONVILLEWaynesburg Central,2021,"AA WPIAL Team Semis at Waynesburg Central2ndApr 30, 2019"
966,11:12.93,CAMERON OLIVIERKennett,2020,"11th Annual Kennett Novice Meet2ndMay 10, 2019"
967,11:13.06,ETHAN FEIGLESGermantown Academy,2022,"Inter-Ac League Championships15thMay 9, 2019 - May 11, 2019"
968,11:13.20,SEAN MCGROARYPenncrest,2019,"Ridley, Harriton, @ Penncrest3rdApr 3, 2019"
969,11:13.29,GRAHAM CARRWarren Area,2022,"PIAA District 10 Class AAA Championships13thMay 18, 2019"
970,11:13.30,RIGEL VOELKERWestmont Hilltop,2021,"Bedford, Penn Cambria, Westmont-Hilltop3rdMay 1, 2019"
971,11:13.50,MARTIN MANIONLaSalle College High School,2019,"PCL Boys Meet #2 - LaSalle6thApr 8, 2019"
972,11:13.61,HUNTER ADELSBERGERUpper Perkiomen,2022,"12th Annual Viking Invitational15thApr 13, 2019"
973,11:13.62,NASH GREENECrestwood,2022,"Northwest Rangers Invitational8thApr 12, 2019"
974,11:13.70,MATTHEW MILLENBethlehem Catholic,2021,"Bethlehem Catholic @ Nazareth2ndApr 8, 2019"
974,11:13.70,NOAH SHEDDENNorth Penn - Mansfield,2022,"Northern Tier League School Championships9thMay 10, 2019"
976,11:13.74,MICHAEL GRUNDONCedar Cliff,2019,"Blue Jay High School Invitational16thApr 20, 2019"
977,11:13.80,DEV JIJILALDowningtown West,2022,"11th Annual Kennett Novice Meet3rdMay 10, 2019"
978,11:13.89,MATTHEW BEINLICHRidley,2021,"Boys Delco Championship17thMay 2, 2019 - May 4, 2019"
979,11:13.96,JACOB STAUFFERCentral Columbia,2021,"PHAC Track and Field Championships 201923rdMay 11, 2019"
980,11:13.97,LEIGHF BROWNTunkhannock,2019,"PIAA District 2 AAA Championship14thMay 16, 2019"
981,11:14.07,CHRISTIAN GUINTO-BRODYElizabeth Forward,2021,"West Mifflin Freshman/Sophomore Invitational4thMay 4, 2019"
982,11:14.39,ALEX HEMMERLINGrove City Area,2021,"Mercer County Track and Field Invitational10thMay 9, 2019"
983,11:14.42,JAVEN GUNTHERYough,2020,"46th Annual Baldwin Invitational42ndMay 3, 2019"
984,11:14.44,TYLER CHRISTIANPocono Mountain East,2019,"Red & Black Invitational48thApr 18, 2019"
985,11:14.47,JACOB KATULKAWyoming Area,2021,"Northwest Rangers Invitational9thApr 12, 2019"
986,11:14.48,ANTHONY ROSELLIEastern York,2022,"12th Cy Fritz Open presented by Penn Medicine LGH Sports Med31stApr 26, 2019"
987,11:14.68,MATTHEW THOMASCanon-McMillan,2022,"Washington Greene County Championship6thApr 27, 2019"
988,11:14.80,LIAM FITTINGSouthern Lehigh,2020,"Solehi @ Pen Argyl2ndApr 24, 2019"
989,11:14.83,NATHANIEL BARNETTJenkintown,2022,"Bicentennial Athletic League Championships17thMay 8, 2019 - May 9, 2019"
990,11:15.04,TAYGE MOLINOSouth Williamsport,2019,"22nd Annual LHU High School Classic34thApr 27, 2019"
991,11:15.13,JACK HALBERSTADTRadnor,2022,"Upper Darby v Penncrest v Radnor5thMar 27, 2019"
992,11:15.15,JOSE MORALESFox Chapel Area,2021,"Marcie Peaco (SV) Freshman/Sophomore Invite11thApr 18, 2019"
993,11:15.36,MAXWELL KREITZERPenn Manor,2021,"17th Annual Black Knight Invitational26thApr 13, 2019"
994,11:15.40,ETHAN SHUAGISCentral Cambria HS,2021,"United Invitational7thApr 6, 2019"
995,11:15.56,SEAN ROBINSONDock Mennonite Academy,2021,"Helman Memorial Invitational13thMay 2, 2019"
996,11:15.66,DANIEL KRYMANStroudsburg,2021,"Red & Black Invitational49thApr 18, 2019"
997,11:15.69,KEVIN EARLEYMarian Catholic,2021,"18th Bruce Dallas Invitational25thApr 6, 2019"
998,11:15.75,DALE GLOTFELTYTrinity (7),2020,"Big South Championship7thApr 24, 2019"
999,11:15.80,NATHAN LUCYUniontown Area,2021,"Lady Spartan/Wildcat Invitational19thApr 13, 2019"
1000,11:15.89,TANNER RABENSTEINBlue Mountain,2021,"ASD Invitational11thApr 18, 2019"
