RANK,TIME,WIND,ATHLETE/TEAM,GRADE,MEET DATEPLACE
962,24.33,,RYLAN BRADLEYUpper Moreland,2019,"Springfield, Upper Dublin, Upper Moreland @ Hatboro Horsham7thApr 17, 2019"
962,24.33,,GAVIN CRAMERWestmont Hilltop,2021,"Altoona Mt. Lion Track & Field Classic (Small Schools) AA8th PMay 3, 2019"
962,24.33,,ISRAEL TAVERASMuhlenberg,2020,"Leonard Stephan Invitational9th PApr 13, 2019"
962,24.33,,KALEB DONORMaplewood,2021,"PIAA District 10 Class AA Championships12th PMay 18, 2019"
962,24.33,,JACKSON DEARBORNDonegal,2022,"Twin Valley Invitational13th PApr 18, 2019"
962,24.33,,KENDREL MARINOSouthern Huntingdon,2022,"PIAA District 6 AA Championships16th PMay 15, 2019"
968,24.34,,PRESTON LAWRENCEJim Thorpe Area,2019,"Pottsville @ Jim Thorpe4thApr 10, 2019"
968,24.34,,JACOB HARTCumberland Valley,2019,"Harrisburg vs Cumberland Valley6thApr 30, 2019"
968,24.34,,ADAM WENKDowningtown West,2020,"Coatesville vs Downingtown West7thApr 30, 2019"
968,24.34,,GINO MAVEROBeaver Area,2019,"Beaver County Championships8thApr 25, 2019 - Apr 28, 2019"
968,24.34,,ZANDER QUINNOxford Area,2022,"American Division Open8thMay 1, 2019"
968,24.34,,ZACK BOYERBlue Mountain,2020,"11th Olympian Invite8thMay 3, 2019"
968,24.34,,DEAN HOLLENBACHSelinsgrove,2020,"PIAA District 4 AA-AAA Championship10thMay 16, 2019 - May 18, 2019"
968,24.34,-0.7,JACKSON DOUGHTYHershey Blaze Track Club,2021,"USATF Youth Outdoor Track and Field Championship11th PJun 25, 2019 - Jun 30, 2019"
968,24.34,,JACOB STERNBERG-SHERGermantown Friends School,2019,"Warrior Invitational15thApr 12, 2019"
968,24.34,,D'AMONTE PORTERTrinity (3),2020,"31st Annual Stan Morgan Invitational at Carlisle23rdMay 4, 2019"
968,24.34,,JADEN LONGDONEast Stroudsburg Area South,2021,"Red & Black Invitational29thApr 18, 2019"
979,24.35,,ZION GERALDSPocono Mountain East,2020,"East Stroudsburg South vs Pocono Mountain East4thApr 1, 2019"
979,24.35,,ISAAC SASALAGreenville,2021,"Mars Varsity Invitational4thApr 26, 2019"
979,24.35,,RYAN DOMICOState College Area High School,2022,"PIAA District 6 AAA Championships8th PMay 16, 2019"
979,24.35,2.7,MAXWELL GOODENittany Track and Field,,"2019 Mid-Atlantic USATF JO T&F Championships8th PJun 8, 2019 - Jun 9, 2019"
979,24.35,,JAKE BARRONTamaqua Area,2020,"Mount Carmel Area Breslin Invitational9thApr 18, 2019"
979,24.35,,JUDAH EVELETHBald Eagle Area,2019,"Altoona Mt. Lion Track & Field Classic (Small Schools) AA9th PMay 3, 2019"
979,24.35,,BRADEN HANAHANWest Middlesex,2020,"Oil Country Invitational9th PMay 4, 2019"
979,24.35,,KARL KINCELDunmore,2021,"The Robert Spagna Championship11thMay 7, 2019"
979,24.35,,JULIAN MATHISParkway West High School,2020,"PIAA District 12 AA Championships19th PMay 15, 2019 - May 16, 2019"
979,24.35,,RYAN HARTBermudian Springs,2020,"YAIAA Track and Field League Championships21st PMay 10, 2019"
979,24.35,,JOSH HORSTLampeter Strasburg,2020,"17th Annual Black Knight Invitational32ndApr 13, 2019"
990,24.36,,JAHMIR DIXONRadnor,2018,"Strath Haven, Harriton @ Radnor1stApr 23, 2019"
990,24.36,,JAY SISKOPottsgrove,2019,"Upper Merion vs Pottsgrove HS2ndApr 17, 2019"
990,24.36,,ALEXANDER BORDAHoly Ghost Preparatory School,2020,"Bristol, Calvary Christian at Holy Ghost Prep4thApr 29, 2019"
990,24.36,,CJ DUVALLThe Hill School,2019,"Hill vs. Lawrenceville7thApr 10, 2019"
990,24.36,,CANAAN CURRYHaverford Township HS,2020,"Haverford, Lower Merion @ Ridley9thMar 27, 2019"
990,24.36,,MALCOLM GARBUTTUnattached Club,2021,"GA 2019 All-Comers Track & Field Meet Series #39thJul 2, 2019"
990,24.36,,GREG MCDADEDunmore,2019,"PIAA District 2 AA Championship10th PMay 15, 2019"
990,24.36,,WILLIAM ANNABLESpring Ford,2019,"Warrior Invitational16thApr 12, 2019"
990,24.36,,JAMES BRADYThe Athletes Academy,,"AAU Mid-Atlantic District Qualifier18thJun 14, 2019 - Jun 16, 2019"
990,24.36,,MICHAEL SPONHOLTZArchbishop Carroll,2019,"Boys Delco Championship28th PMay 2, 2019 - May 4, 2019"
990,24.36,,ETHAN AUGHENBAUGHNortheastern,2021,"17th Annual Black Knight Invitational33rdApr 13, 2019"
